serial_number,latency,timestamp
MONA,148.69,2022-06-30 11:55:49
LISA,178.842,2022-06-30 11:55:49
BOSSA,164.572,2022-06-30 11:55:50
NOVA,234.15,2022-06-30 11:55:50
TERRA,229.97,2022-06-30 11:55:51
COTA,146.999,2022-06-30 11:55:51
MONA,148.396,2022-06-30 11:55:52
LISA,148.06,2022-06-30 11:55:52
BOSSA,203.256,2022-06-30 11:55:53
NOVA,181.587,2022-06-30 11:55:53
TERRA,153.286,2022-06-30 11:55:54
COTA,183.886,2022-06-30 11:55:54
MONA,151.457,2022-06-30 11:55:55
LISA,158.892,2022-06-30 11:55:55
BOSSA,157.511,2022-06-30 11:55:56
NOVA,170.338,2022-06-30 11:55:56
TERRA,145.883,2022-06-30 11:55:57
COTA,146.884,2022-06-30 11:55:57
MONA,150.887,2022-06-30 11:55:59
LISA,152.493,2022-06-30 11:55:59
BOSSA,146.478,2022-06-30 11:56:00
NOVA,171.91,2022-06-30 11:56:00
TERRA,171.359,2022-06-30 11:56:01
COTA,146.631,2022-06-30 11:56:01
MONA,175.653,2022-06-30 11:56:02
LISA,152.175,2022-06-30 11:56:02
LISA,153.696,2022-06-30 11:56:05
BOSSA,183.241,2022-06-30 11:56:06
NOVA,138.517,2022-06-30 11:56:06
TERRA,141.079,2022-06-30 11:56:07
COTA,254.202,2022-06-30 11:56:07
MONA,142.402,2022-06-30 11:56:09
LISA,138.199,2022-06-30 11:56:09
BOSSA,139.166,2022-06-30 11:56:10
NOVA,139.156,2022-06-30 11:56:10
TERRA,141.325,2022-06-30 11:56:11
COTA,144.534,2022-06-30 11:56:11
MONA,141.007,2022-06-30 11:56:12
LISA,138.332,2022-06-30 11:56:12
BOSSA,608.783,2022-06-30 11:56:13
NOVA,598.04,2022-06-30 11:56:14
TERRA,179.192,2022-06-30 11:56:14
COTA,221.486,2022-06-30 11:56:14
MONA,215.891,2022-06-30 11:56:15
LISA,143.738,2022-06-30 11:56:15
BOSSA,137.892,2022-06-30 11:56:16
NOVA,140.575,2022-06-30 11:56:16
TERRA,181.329,2022-06-30 11:56:17
COTA,149.899,2022-06-30 11:56:17
MONA,146.316,2022-06-30 11:56:19
LISA,137.599,2022-06-30 11:56:19
BOSSA,138.748,2022-06-30 11:56:20
NOVA,148.926,2022-06-30 11:56:20
TERRA,139.393,2022-06-30 11:56:21
COTA,138.755,2022-06-30 11:56:21
MONA,163.885,2022-06-30 11:56:22
LISA,138.596,2022-06-30 11:56:22
BOSSA,489.11,2022-06-30 11:56:23
NOVA,138.051,2022-06-30 11:56:23
TERRA,138.511,2022-06-30 11:56:24
COTA,140.215,2022-06-30 11:56:24
MONA,141.007,2022-06-30 11:56:25
LISA,138.257,2022-06-30 11:56:25
BOSSA,137.605,2022-06-30 11:56:26
NOVA,137.74,2022-06-30 11:56:26
TERRA,140.356,2022-06-30 11:56:27
COTA,139.241,2022-06-30 11:56:27
MONA,145.947,2022-06-30 11:56:29
LISA,152.122,2022-06-30 11:56:29
BOSSA,143.2,2022-06-30 11:56:30
NOVA,138.302,2022-06-30 11:56:30
TERRA,139.697,2022-06-30 11:56:31
COTA,139.22,2022-06-30 11:56:31
MONA,143.907,2022-06-30 11:56:32
LISA,138.813,2022-06-30 11:56:32
BOSSA,431.166,2022-06-30 11:56:33
NOVA,138.568,2022-06-30 11:56:33
TERRA,138.957,2022-06-30 11:56:34
COTA,139.199,2022-06-30 11:56:34
MONA,140.866,2022-06-30 11:56:35
LISA,139.198,2022-06-30 11:56:35
BOSSA,138.449,2022-06-30 11:56:36
NOVA,140.008,2022-06-30 11:56:36
TERRA,139.071,2022-06-30 11:56:37
COTA,139.373,2022-06-30 11:56:37
MONA,142.181,2022-06-30 11:56:39
LISA,144.82,2022-06-30 11:56:39
BOSSA,141.495,2022-06-30 11:56:40
NOVA,151.568,2022-06-30 11:56:40
TERRA,138.804,2022-06-30 11:56:41
COTA,177.327,2022-06-30 11:56:41
MONA,140.827,2022-06-30 11:56:42
LISA,143.028,2022-06-30 11:56:42
BOSSA,478.473,2022-06-30 11:56:43
NOVA,140.661,2022-06-30 11:56:43
TERRA,429.751,2022-06-30 11:56:44
COTA,162.712,2022-06-30 11:56:44
MONA,155.449,2022-06-30 11:56:45
LISA,149.631,2022-06-30 11:56:45
BOSSA,152.702,2022-06-30 11:56:46
NOVA,142.821,2022-06-30 11:56:46
TERRA,141.116,2022-06-30 11:56:47
COTA,140.809,2022-06-30 11:56:47
MONA,140.877,2022-06-30 11:56:49
LISA,140.024,2022-06-30 11:56:49
BOSSA,139.975,2022-06-30 11:56:50
NOVA,139.642,2022-06-30 11:56:50
TERRA,138.55,2022-06-30 11:56:51
COTA,139.557,2022-06-30 11:56:51
MONA,141.454,2022-06-30 11:56:52
LISA,140.961,2022-06-30 11:56:52
BOSSA,386.59,2022-06-30 11:56:53
NOVA,144.377,2022-06-30 11:56:53
TERRA,140.579,2022-06-30 11:56:54
COTA,140.781,2022-06-30 11:56:54
MONA,141.026,2022-06-30 11:56:55
LISA,139.665,2022-06-30 11:56:55
BOSSA,140.575,2022-06-30 11:56:56
NOVA,139.101,2022-06-30 11:56:56
TERRA,148.862,2022-06-30 11:56:57
COTA,141.95,2022-06-30 11:56:57
MONA,151.811,2022-06-30 11:56:59
LISA,140.861,2022-06-30 11:56:59
BOSSA,139.738,2022-06-30 11:57:00
NOVA,140.475,2022-06-30 11:57:00
TERRA,139.585,2022-06-30 11:57:01
COTA,140.622,2022-06-30 11:57:01
MONA,140.801,2022-06-30 11:57:02
LISA,139.42,2022-06-30 11:57:02
BOSSA,428.026,2022-06-30 11:57:03
NOVA,141.322,2022-06-30 11:57:03
TERRA,155.235,2022-06-30 11:57:04
COTA,139.56,2022-06-30 11:57:04
MONA,143.185,2022-06-30 11:57:05
LISA,143.148,2022-06-30 11:57:05
BOSSA,198.89,2022-06-30 11:57:06
NOVA,145.608,2022-06-30 11:57:06
TERRA,141.99,2022-06-30 11:57:07
COTA,142.815,2022-06-30 11:57:07
MONA,146.126,2022-06-30 11:57:09
LISA,139.261,2022-06-30 11:57:09
BOSSA,144.798,2022-06-30 11:57:10
NOVA,140.551,2022-06-30 11:57:10
TERRA,139.831,2022-06-30 11:57:11
COTA,145.587,2022-06-30 11:57:11
MONA,142.425,2022-06-30 11:57:12
LISA,142.125,2022-06-30 11:57:12
BOSSA,279.477,2022-06-30 11:57:13
NOVA,141.229,2022-06-30 11:57:13
TERRA,139.905,2022-06-30 11:57:14
COTA,144.611,2022-06-30 11:57:14
MONA,142.419,2022-06-30 11:57:15
LISA,140.573,2022-06-30 11:57:15
BOSSA,185.54,2022-06-30 11:57:16
NOVA,140.018,2022-06-30 11:57:16
TERRA,139.536,2022-06-30 11:57:17
COTA,140.688,2022-06-30 11:57:17
MONA,141.026,2022-06-30 11:57:19
LISA,140.3,2022-06-30 11:57:19
BOSSA,141.057,2022-06-30 11:57:20
NOVA,142.265,2022-06-30 11:57:20
TERRA,141.27,2022-06-30 11:57:21
COTA,140.728,2022-06-30 11:57:21
MONA,148.837,2022-06-30 11:57:22
LISA,141.659,2022-06-30 11:57:22
