serial_number,latency,timestamp
TERRA,324.842,2022-06-30 13:31:24.760964
COTA,387.645,2022-06-30 13:31:26.325765
MONA,355.965,2022-06-30 13:31:28.797140
LISA,518.336,2022-06-30 13:31:30.473933
BOSSA,326.452,2022-06-30 13:31:31.772119
NOVA,335.671,2022-06-30 13:31:33.283379
TERRA,330.763,2022-06-30 13:31:34.781025
COTA,327.203,2022-06-30 13:31:36.279140
MONA,363.044,2022-06-30 13:31:38.818547
LISA,324.336,2022-06-30 13:31:40.282060
BOSSA,332.337,2022-06-30 13:31:41.792617
NOVA,326.035,2022-06-30 13:31:43.288299
TERRA,324.392,2022-06-30 13:31:44.788879
COTA,325.348,2022-06-30 13:31:46.292072
MONA,367.181,2022-06-30 13:31:48.837156
LISA,323.602,2022-06-30 13:31:50.300653
BOSSA,605.102,2022-06-30 13:31:52.078848
NOVA,1176.957,2022-06-30 13:31:54.153277
TERRA,587.663,2022-06-30 13:31:55.065391
COTA,325.761,2022-06-30 13:31:56.316387
MONA,328.4,2022-06-30 13:31:58.849911
LISA,332.085,2022-06-30 13:32:00.318250
BOSSA,325.15,2022-06-30 13:32:01.813663
NOVA,504.481,2022-06-30 13:32:04.145523
TERRA,326.931,2022-06-30 13:32:04.818464
COTA,327.174,2022-06-30 13:32:06.346087
MONA,333.758,2022-06-30 13:32:08.844171
LISA,325.483,2022-06-30 13:32:10.324694
BOSSA,340.813,2022-06-30 13:32:11.845785
NOVA,383.791,2022-06-30 13:32:13.390761
TERRA,324.247,2022-06-30 13:32:14.834275
COTA,359.944,2022-06-30 13:32:16.371678
MONA,406.766,2022-06-30 13:32:18.918781
LISA,326.005,2022-06-30 13:32:20.340560
BOSSA,389.812,2022-06-30 13:32:21.910596
NOVA,426.885,2022-06-30 13:32:23.444313
TERRA,446.508,2022-06-30 13:32:24.989030
COTA,356.395,2022-06-30 13:32:26.378755
MONA,330.192,2022-06-30 13:32:28.864555
LISA,324.494,2022-06-30 13:32:30.352317
BOSSA,348.339,2022-06-30 13:32:31.881927
NOVA,598.582,2022-06-30 13:32:33.631203
TERRA,504.881,2022-06-30 13:32:35.038507
COTA,377.686,2022-06-30 13:32:36.449113
MONA,405.037,2022-06-30 13:32:38.948472
LISA,336.834,2022-06-30 13:32:40.417976
BOSSA,324.163,2022-06-30 13:32:41.868039
NOVA,331.488,2022-06-30 13:32:43.462390
TERRA,440.311,2022-06-30 13:32:45.047291
COTA,330.855,2022-06-30 13:32:46.380851
MONA,429.556,2022-06-30 13:32:48.997242
LISA,328.963,2022-06-30 13:32:50.410904
BOSSA,326.519,2022-06-30 13:32:51.884798
NOVA,627.816,2022-06-30 13:32:53.693730
TERRA,374.251,2022-06-30 13:32:55.041310
COTA,335.06,2022-06-30 13:32:56.399434
MONA,392.742,2022-06-30 13:32:58.961878
LISA,325.629,2022-06-30 13:33:00.396049
BOSSA,354.104,2022-06-30 13:33:01.943677
NOVA,720.243,2022-06-30 13:33:03.794982
TERRA,500.572,2022-06-30 13:33:05.077652
COTA,329.578,2022-06-30 13:33:06.722113
MONA,529.256,2022-06-30 13:33:09.111701
LISA,444.174,2022-06-30 13:33:10.571053
BOSSA,361.643,2022-06-30 13:33:11.984958
NOVA,335.065,2022-06-30 13:33:13.428777
TERRA,399.216,2022-06-30 13:33:15.127944
COTA,336.92,2022-06-30 13:33:16.430352
MONA,383.228,2022-06-30 13:33:18.979937
LISA,324.155,2022-06-30 13:33:20.481116
BOSSA,470.693,2022-06-30 13:33:22.088454
NOVA,432.495,2022-06-30 13:33:23.540054
TERRA,323.347,2022-06-30 13:33:24.929297
COTA,372.332,2022-06-30 13:33:26.487562
MONA,395.144,2022-06-30 13:33:29.007251
LISA,437.295,2022-06-30 13:33:30.606710
BOSSA,325.966,2022-06-30 13:33:31.955730
NOVA,323.951,2022-06-30 13:33:33.446079
TERRA,348.382,2022-06-30 13:33:34.977576
COTA,322.369,2022-06-30 13:33:36.451147
MONA,324.129,2022-06-30 13:33:38.951559
LISA,344.921,2022-06-30 13:33:40.474731
BOSSA,323.493,2022-06-30 13:33:41.954906
NOVA,348.191,2022-06-30 13:33:43.481481
TERRA,331.808,2022-06-30 13:33:45.033771
COTA,418.713,2022-06-30 13:33:46.593929
MONA,419.076,2022-06-30 13:33:49.061000
LISA,461.576,2022-06-30 13:33:50.635477
BOSSA,455.475,2022-06-30 13:33:52.101982
NOVA,447.459,2022-06-30 13:33:54.089242
TERRA,327.482,2022-06-30 13:33:54.977934
COTA,439.101,2022-06-30 13:33:56.591590
MONA,428.689,2022-06-30 13:33:59.085809
LISA,374.464,2022-06-30 13:34:00.534089
BOSSA,357.886,2022-06-30 13:34:02.018946
NOVA,337.624,2022-06-30 13:34:03.501617
TERRA,352.755,2022-06-30 13:34:05.029330
COTA,444.687,2022-06-30 13:34:06.617491
MONA,325.985,2022-06-30 13:34:08.997172
LISA,335.023,2022-06-30 13:34:10.547276
BOSSA,367.884,2022-06-30 13:34:12.045019
NOVA,324.349,2022-06-30 13:34:13.515617
TERRA,325.998,2022-06-30 13:34:15.007876
COTA,338.604,2022-06-30 13:34:16.521093
MONA,324.862,2022-06-30 13:34:19.013984
LISA,322.631,2022-06-30 13:34:20.525503
BOSSA,323.273,2022-06-30 13:34:22.013608
NOVA,323.182,2022-06-30 13:34:23.536560
TERRA,323.498,2022-06-30 13:34:25.019087
COTA,328.215,2022-06-30 13:34:26.526512
MONA,327.299,2022-06-30 13:34:29.026744
LISA,323.356,2022-06-30 13:34:30.527382
BOSSA,327.241,2022-06-30 13:34:32.032986
NOVA,325.876,2022-06-30 13:34:33.533769
